conversation_id,user_query,intent,timestamp,usage,price_max,features,colors,brand
train_0052,I want a hookah under 2500 rupees,budget_search,2025-08-02 02:21:29.860980,,"[1000, 1500, 2000, 2500, 3000, 5000]",,,
train_0053,Portable red hookah under 3000 rupees,combination_search,2025-08-02 02:21:29.860980,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0054,Best hookah for home,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0055,Best hookah for outdoor,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0056,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0057,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.860980,,,['acrylic'],,
train_0058,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0059,Portable red hookah under 2000 rupees,combination_search,2025-08-02 02:21:29.860980,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0060,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.860980,,,['acrylic'],,
train_0061,LED hookah for home use around 5000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0062,LED hookah for home use around 2000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0063,LED hookah for home use around 5000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0064,I want a blue hookah,color_search,2025-08-02 02:21:29.860980,,,,"['black', 'blue', 'red', 'green', 'purple', 'golden', 'silver']",
train_0065,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.860980,,,,,['MYA']
train_0066,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0067,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.860980,,,['portable'],,
train_0068,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.860980,,[2000],,,
train_0069,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.860980,,,['acrylic'],,
train_0070,Show me hookahs with LED lights,feature_search,2025-08-02 02:21:29.860980,,,['led'],,
train_0071,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.860980,,,,,['MYA']
train_0072,LED hookah for home use around 3000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0073,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.860980,,[1000],,,
train_0074,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0075,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.860980,,[1000],,,
train_0076,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.860980,,[1000],,,
train_0077,Portable red hookah under 4000 rupees,combination_search,2025-08-02 02:21:29.860980,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0078,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.860980,,,['portable'],,
train_0079,Best hookah for party,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0080,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0081,Best hookah for home,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0082,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.860980,,[2000],,,
train_0083,Portable blue hookah under 4000 rupees,combination_search,2025-08-02 02:21:29.860980,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0084,LED hookah for home use around 2000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0085,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0086,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.860980,,,['portable'],,
train_0087,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.860980,,,['portable'],,
train_0088,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0089,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.860980,,,['acrylic'],,
train_0090,I want an unbreakable hookah,feature_search,2025-08-02 02:21:29.860980,,,['unbreakable'],,
train_0091,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.860980,,[2000],,,
train_0092,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0093,Best hookah for party,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0094,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0095,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.860980,,,['portable'],,
train_0096,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0097,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.860980,,,['portable'],,
train_0098,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.860980,,,,,['MYA']
train_0099,I want a green hookah,color_search,2025-08-02 02:21:29.860980,,,,"['black', 'blue', 'red', 'green', 'purple', 'golden', 'silver']",
train_0100,I want a hookah under 2000 rupees,budget_search,2025-08-02 02:21:29.860980,,"[1000, 1500, 2000, 2500, 3000, 5000]",,,
train_0101,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.860980,,[2000],,,
train_0102,I want a black hookah,color_search,2025-08-02 02:21:29.860980,,,,"['black', 'blue', 'red', 'green', 'purple', 'golden', 'silver']",
train_0103,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.860980,,[1000],,,
train_0104,I want a hookah under 2500 rupees,budget_search,2025-08-02 02:21:29.860980,,"[1000, 1500, 2000, 2500, 3000, 5000]",,,
train_0105,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.860980,,,,,['MYA']
train_0106,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.860980,,,['portable'],,
train_0107,I want an unbreakable hookah,feature_search,2025-08-02 02:21:29.860980,,,['unbreakable'],,
train_0108,I want a hookah under 5000 rupees,budget_search,2025-08-02 02:21:29.860980,,"[1000, 1500, 2000, 2500, 3000, 5000]",,,
train_0109,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.860980,,,,,['MYA']
train_0110,Best hookah for travel,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0111,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0112,I want an unbreakable hookah,feature_search,2025-08-02 02:21:29.860980,,,['unbreakable'],,
train_0113,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0114,Show me hookahs with LED lights,feature_search,2025-08-02 02:21:29.860980,,,['led'],,
train_0115,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.860980,,,,,['MYA']
train_0116,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0117,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.860980,,,['acrylic'],,
train_0118,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.860980,,,['acrylic'],,
train_0119,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.860980,,[2000],,,
train_0120,Best hookah for party,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0121,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0122,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0123,I want a red hookah,color_search,2025-08-02 02:21:29.860980,,,,"['black', 'blue', 'red', 'green', 'purple', 'golden', 'silver']",
train_0124,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0125,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.860980,,[2000],,,
train_0126,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0127,Best hookah for home,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0128,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0129,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.860980,,,['acrylic'],,
train_0130,Best hookah for travel,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0131,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0132,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0133,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.860980,,,['portable'],,
train_0134,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0135,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0136,Portable red hookah under 3000 rupees,combination_search,2025-08-02 02:21:29.860980,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0137,Portable black hookah under 3000 rupees,combination_search,2025-08-02 02:21:29.860980,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0138,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0139,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.860980,,[1000],,,
train_0140,I want an unbreakable hookah,feature_search,2025-08-02 02:21:29.860980,,,['unbreakable'],,
train_0141,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0142,LED hookah for home use around 2000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0143,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.860980,,[1000],,,
train_0144,LED hookah for home use around 3000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0145,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.860980,,[1000],,,
train_0146,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0147,I want a red hookah,color_search,2025-08-02 02:21:29.860980,,,,"['black', 'blue', 'red', 'green', 'purple', 'golden', 'silver']",
train_0148,LED hookah for home use around 5000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0149,Best hookah for home,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0150,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.860980,,,,,['MYA']
train_0151,Portable black hookah under 2000 rupees,combination_search,2025-08-02 02:21:29.860980,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0152,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0153,Portable red hookah under 4000 rupees,combination_search,2025-08-02 02:21:29.860980,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0154,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.860980,,,,,
train_0155,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.860980,,[2000],,,
train_0156,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.860980,['travel'],,['portable'],,
train_0157,LED hookah for home use around 5000,combination_search,2025-08-02 02:21:29.860980,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0158,Best hookah for party,usage_search,2025-08-02 02:21:29.860980,"['home', 'travel', 'party', 'outdoor']",,,,
train_0159,I want an unbreakable hookah,feature_search,2025-08-02 02:21:29.860980,,,['unbreakable'],,
train_0160,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.860980,,[2000],,,
train_0161,I want a hookah under 1500 rupees,budget_search,2025-08-02 02:21:29.865495,,"[1000, 1500, 2000, 2500, 3000, 5000]",,,
train_0162,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.865495,,,['portable'],,
train_0163,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.865495,['travel'],,['portable'],,
train_0164,LED hookah for home use around 5000,combination_search,2025-08-02 02:21:29.865495,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0165,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.865495,,,['acrylic'],,
train_0166,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.865495,,[1000],,,
train_0167,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.865495,,,,,
train_0168,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.865495,,,['portable'],,
train_0169,I want a green hookah,color_search,2025-08-02 02:21:29.865495,,,,"['black', 'blue', 'red', 'green', 'purple', 'golden', 'silver']",
train_0170,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.865495,,,['acrylic'],,
train_0171,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.865495,,,,,
train_0172,I want a golden hookah,color_search,2025-08-02 02:21:29.865495,,,,"['black', 'blue', 'red', 'green', 'purple', 'golden', 'silver']",
train_0173,I want a hookah under 3000 rupees,budget_search,2025-08-02 02:21:29.865495,,"[1000, 1500, 2000, 2500, 3000, 5000]",,,
train_0174,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.865495,,[2000],,,
train_0175,LED hookah for home use around 2000,combination_search,2025-08-02 02:21:29.865495,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0176,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.865495,,[2000],,,
train_0177,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.865495,['travel'],,['portable'],,
train_0178,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.865495,,,['acrylic'],,
train_0179,Recommend me a good hookah,general_recommendation,2025-08-02 02:21:29.865495,,,,,
train_0180,What's your best hookah?,general_recommendation,2025-08-02 02:21:29.865495,,,,,
train_0181,LED hookah for home use around 3000,combination_search,2025-08-02 02:21:29.865495,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0182,I want a purple hookah,color_search,2025-08-02 02:21:29.865495,,,,"['black', 'blue', 'red', 'green', 'purple', 'golden', 'silver']",
train_0183,Do you have any acrylic hookahs?,feature_search,2025-08-02 02:21:29.865495,,,['acrylic'],,
train_0184,Portable black hookah under 2000 rupees,combination_search,2025-08-02 02:21:29.865495,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0185,I need a hookah for car trips,usage_search,2025-08-02 02:21:29.865495,['travel'],,['portable'],,
train_0186,Portable black hookah under 2000 rupees,combination_search,2025-08-02 02:21:29.865495,,"[2000, 3000, 4000]",['portable'],"['black', 'blue', 'red']",
train_0187,I want an unbreakable hookah,feature_search,2025-08-02 02:21:29.865495,,,['unbreakable'],,
train_0188,Show me budget friendly hookahs,budget_search,2025-08-02 02:21:29.865495,,[2000],,,
train_0189,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.865495,,,,,['MYA']
train_0190,Show me hookahs with LED lights,feature_search,2025-08-02 02:21:29.865495,,,['led'],,
train_0191,Best hookah for party,usage_search,2025-08-02 02:21:29.865495,"['home', 'travel', 'party', 'outdoor']",,,,
train_0192,I need a portable hookah for travel,feature_search,2025-08-02 02:21:29.865495,,,['portable'],,
train_0193,Best hookah for home,usage_search,2025-08-02 02:21:29.865495,"['home', 'travel', 'party', 'outdoor']",,,,
train_0194,LED hookah for home use around 5000,combination_search,2025-08-02 02:21:29.865495,['home'],"[2000, 3000, 4000, 5000]",['led'],,
train_0195,Best hookah for home,usage_search,2025-08-02 02:21:29.865495,"['home', 'travel', 'party', 'outdoor']",,,,
train_0196,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.865495,,,,,['MYA']
train_0197,What's the cheapest hookah you have?,budget_search,2025-08-02 02:21:29.865495,,[1000],,,
train_0198,I want a hookah under 2500 rupees,budget_search,2025-08-02 02:21:29.865495,,"[1000, 1500, 2000, 2500, 3000, 5000]",,,
train_0199,Show me MYA hookahs,brand_search,2025-08-02 02:21:29.865495,,,,,['MYA']
